DisciplineID,StudentID,SISStudentID,EventFacilityID,DisciplineEventCodeID,EventDate,EventReportingStaffID,DisciplineActionCodeID,ActionDate,ActionStaffID,ResolutionDate
1214,2407,7,1,76,'2009-09-14 00:00:00',6,4,'2009-09-21 00:00:00',1,
1215,2407,7,1,69,'2009-09-21 00:00:00',6,9,'2009-09-28 00:00:00',1,
1216,2407,7,1,80,'2009-09-28 00:00:00',6,18,'2009-10-05 00:00:00',1,
1217,2407,7,1,67,'2009-10-05 00:00:00',6,32,'2009-10-12 00:00:00',1,
1218,2407,7,1,52,'2009-10-12 00:00:00',6,35,'2009-10-19 00:00:00',1,
1219,2407,7,1,9,'2009-10-19 00:00:00',6,2,'2009-10-26 00:00:00',1,
1220,2407,7,1,76,'2009-10-26 00:00:00',6,4,'2009-11-02 00:00:00',1,
1230,2427,27,5,52,'2010-01-04 00:00:00',6,35,'2010-01-11 00:00:00',1,
1231,2427,27,5,9,'2010-01-11 00:00:00',6,2,'2010-01-18 00:00:00',1,
1232,2427,27,5,76,'2010-01-18 00:00:00',6,4,'2010-01-25 00:00:00',1,
1233,2427,27,5,69,'2010-01-25 00:00:00',6,9,'2010-02-01 00:00:00',1,
1234,2437,37,1,80,'2010-02-01 00:00:00',6,18,'2010-02-08 00:00:00',1,
1235,2437,37,1,67,'2010-02-08 00:00:00',6,32,'2010-02-15 00:00:00',1,
1236,2437,37,1,52,'2010-02-15 00:00:00',6,35,'2010-02-22 00:00:00',1,
1237,2437,37,1,9,'2010-02-22 00:00:00',6,2,'2010-03-01 00:00:00',1,
1238,2437,37,1,76,'2010-03-01 00:00:00',6,4,'2010-03-08 00:00:00',1,
1239,2437,37,1,69,'2010-03-08 00:00:00',6,9,'2010-03-15 00:00:00',1,
1240,2447,47,1,80,'2008-09-03 00:00:00',6,18,'2008-09-10 00:00:00',1,
1241,2447,47,1,67,'2008-09-10 00:00:00',6,32,'2008-09-17 00:00:00',1,
1242,2447,47,1,52,'2008-09-17 00:00:00',6,35,'2008-09-24 00:00:00',1,
1243,2457,57,5,9,'2008-09-24 00:00:00',6,2,'2008-10-01 00:00:00',1,
1244,2467,67,2,76,'2008-10-01 00:00:00',6,4,'2008-10-08 00:00:00',1,
1245,2467,67,2,69,'2008-10-08 00:00:00',6,9,'2008-10-15 00:00:00',1,
1246,2467,67,2,80,'2008-10-15 00:00:00',6,18,'2008-10-22 00:00:00',1,
1247,2467,67,2,67,'2008-10-22 00:00:00',6,32,'2008-10-29 00:00:00',1,
1248,2467,67,2,52,'2008-10-29 00:00:00',6,35,'2008-11-05 00:00:00',1,
1249,2477,77,5,9,'2008-11-05 00:00:00',6,2,'2008-11-12 00:00:00',1,
1250,2477,77,5,76,'2008-11-12 00:00:00',6,4,'2008-11-19 00:00:00',1,
1251,2477,77,5,69,'2008-11-19 00:00:00',6,9,'2008-11-26 00:00:00',1,
1252,2477,77,5,80,'2008-11-26 00:00:00',6,18,'2008-12-03 00:00:00',1,
1253,2477,77,5,67,'2008-12-03 00:00:00',6,32,'2008-12-10 00:00:00',1,
1254,2477,77,5,52,'2008-12-10 00:00:00',6,35,'2008-12-17 00:00:00',1,
1255,2477,77,5,9,'2008-12-17 00:00:00',6,2,'2008-12-24 00:00:00',1,
1256,2487,87,5,76,'2008-12-24 00:00:00',6,4,'2008-12-31 00:00:00',1,
1257,2487,87,5,69,'2008-12-31 00:00:00',6,9,'2009-01-07 00:00:00',1,
1258,2487,87,5,80,'2009-01-07 00:00:00',6,18,'2009-01-14 00:00:00',1,
1259,2487,87,5,67,'2009-01-14 00:00:00',6,32,'2009-01-21 00:00:00',1,
1260,2487,87,5,52,'2009-01-21 00:00:00',6,35,'2009-01-28 00:00:00',1,
1261,2487,87,5,9,'2009-01-28 00:00:00',6,2,'2009-02-04 00:00:00',1,
1262,2487,87,5,76,'2009-02-04 00:00:00',6,4,'2009-02-11 00:00:00',1,
1263,2487,87,5,69,'2009-02-11 00:00:00',6,9,'2009-02-18 00:00:00',1,
1264,2487,87,5,80,'2009-02-18 00:00:00',6,18,'2009-02-25 00:00:00',1,
1265,2497,97,2,67,'2009-02-25 00:00:00',6,32,'2009-03-04 00:00:00',1,
1266,2497,97,2,52,'2009-03-04 00:00:00',6,35,'2009-03-11 00:00:00',1,
1267,2497,97,2,9,'2009-03-11 00:00:00',6,2,'2009-03-18 00:00:00',1,
1268,2497,97,2,76,'2009-03-18 00:00:00',6,4,'2009-03-25 00:00:00',1,
1269,2497,97,2,69,'2009-03-25 00:00:00',6,9,'2009-04-01 00:00:00',1,
1270,2497,97,2,80,'2009-04-01 00:00:00',6,18,'2009-04-08 00:00:00',1,
1271,2497,97,2,67,'2009-04-08 00:00:00',6,32,'2009-04-15 00:00:00',1,
1272,2497,97,2,52,'2009-04-15 00:00:00',6,35,'2009-04-22 00:00:00',1,
1281,2517,117,1,69,'2009-08-17 00:00:00',6,9,'2009-08-24 00:00:00',1,
1282,2517,117,1,80,'2009-08-24 00:00:00',6,18,'2009-08-31 00:00:00',1,
1283,2517,117,1,67,'2009-08-31 00:00:00',6,32,'2009-09-07 00:00:00',1,
1284,2517,117,1,52,'2009-09-07 00:00:00',6,35,'2009-09-14 00:00:00',1,
1285,2527,127,5,9,'2009-09-14 00:00:00',6,2,'2009-09-21 00:00:00',1,
1286,2527,127,5,76,'2009-09-21 00:00:00',6,4,'2009-09-28 00:00:00',1,
1287,2527,127,5,69,'2009-09-28 00:00:00',6,9,'2009-10-05 00:00:00',1,
1288,2527,127,5,80,'2009-10-05 00:00:00',6,18,'2009-10-12 00:00:00',1,
1289,2527,127,5,67,'2009-10-12 00:00:00',6,32,'2009-10-19 00:00:00',1,
1290,2527,127,5,52,'2009-10-19 00:00:00',6,35,'2009-10-26 00:00:00',1,
1291,2527,127,5,9,'2009-10-26 00:00:00',6,2,'2009-11-02 00:00:00',1,
1292,2527,127,5,76,'2009-11-02 00:00:00',6,4,'2009-11-09 00:00:00',1,
1293,2537,137,1,69,'2009-11-09 00:00:00',6,9,'2009-11-16 00:00:00',1,
1294,2537,137,1,80,'2009-11-16 00:00:00',6,18,'2009-11-23 00:00:00',1,
1295,2537,137,1,67,'2009-11-23 00:00:00',6,32,'2009-11-30 00:00:00',1,
1296,2547,147,1,52,'2009-11-30 00:00:00',6,35,'2009-12-07 00:00:00',1,
1297,2557,157,5,9,'2009-12-07 00:00:00',6,2,'2009-12-14 00:00:00',1,
1298,2557,157,5,76,'2009-12-14 00:00:00',6,4,'2009-12-21 00:00:00',1,
1299,2557,157,5,69,'2009-12-21 00:00:00',6,9,'2009-12-28 00:00:00',1,
1300,2557,157,5,80,'2009-12-28 00:00:00',6,18,'2010-01-04 00:00:00',1,
1301,2557,157,5,67,'2010-01-04 00:00:00',6,32,'2010-01-11 00:00:00',1,
1302,2567,167,2,52,'2008-09-03 00:00:00',6,35,'2008-09-10 00:00:00',1,
1303,2567,167,2,9,'2008-09-10 00:00:00',6,2,'2008-09-17 00:00:00',1,
1304,2567,167,2,76,'2008-09-17 00:00:00',6,4,'2008-09-24 00:00:00',1,
1305,2567,167,2,69,'2008-09-24 00:00:00',6,9,'2008-10-01 00:00:00',1,
1306,2567,167,2,80,'2008-10-01 00:00:00',6,18,'2008-10-08 00:00:00',1,
1307,2567,167,2,67,'2008-10-08 00:00:00',6,32,'2008-10-15 00:00:00',1,
1308,2567,167,2,52,'2008-10-15 00:00:00',6,35,'2008-10-22 00:00:00',1,
1309,2577,177,5,9,'2008-10-22 00:00:00',6,2,'2008-10-29 00:00:00',1,
1310,2577,177,5,76,'2008-10-29 00:00:00',6,4,'2008-11-05 00:00:00',1,
1311,2577,177,5,69,'2008-11-05 00:00:00',6,9,'2008-11-12 00:00:00',1,
1312,2577,177,5,80,'2008-11-12 00:00:00',6,18,'2008-11-19 00:00:00',1,
1313,2577,177,5,67,'2008-11-19 00:00:00',6,32,'2008-11-26 00:00:00',1,
1314,2577,177,5,52,'2008-11-26 00:00:00',6,35,'2008-12-03 00:00:00',1,
1315,2577,177,5,9,'2008-12-03 00:00:00',6,2,'2008-12-10 00:00:00',1,
1316,2577,177,5,76,'2008-12-10 00:00:00',6,4,'2008-12-17 00:00:00',1,
1317,2577,177,5,69,'2008-12-17 00:00:00',6,9,'2008-12-24 00:00:00',1,
1318,2587,187,5,80,'2008-12-24 00:00:00',6,18,'2008-12-31 00:00:00',1,
1319,2587,187,5,67,'2008-12-31 00:00:00',6,32,'2009-01-07 00:00:00',1,
1320,2587,187,5,52,'2009-01-07 00:00:00',6,35,'2009-01-14 00:00:00',1,
1321,2587,187,5,9,'2009-01-14 00:00:00',6,2,'2009-01-21 00:00:00',1,
1322,2587,187,5,76,'2009-01-21 00:00:00',6,4,'2009-01-28 00:00:00',1,
1323,2587,187,5,69,'2009-01-28 00:00:00',6,9,'2009-02-04 00:00:00',1,
1324,2587,187,5,80,'2009-02-04 00:00:00',6,18,'2009-02-11 00:00:00',1,
1325,2587,187,5,67,'2009-02-11 00:00:00',6,32,'2009-02-18 00:00:00',1,
1326,2597,197,2,52,'2009-02-18 00:00:00',6,35,'2009-02-25 00:00:00',1,
1327,2597,197,2,9,'2009-02-25 00:00:00',6,2,'2009-03-04 00:00:00',1,
1328,2597,197,2,76,'2009-03-04 00:00:00',6,4,'2009-03-11 00:00:00',1,
1329,2597,197,2,69,'2009-03-11 00:00:00',6,9,'2009-03-18 00:00:00',1,
1330,2597,197,2,80,'2009-03-18 00:00:00',6,18,'2009-03-25 00:00:00',1,
1331,2597,197,2,67,'2009-03-25 00:00:00',6,32,'2009-04-01 00:00:00',1,
1332,2597,197,2,52,'2009-04-01 00:00:00',6,35,'2009-04-08 00:00:00',1,
1333,2597,197,2,9,'2009-04-08 00:00:00',6,2,'2009-04-15 00:00:00',1,
1334,2607,207,1,76,'2009-04-15 00:00:00',6,4,'2009-04-22 00:00:00',1,
1335,2607,207,1,69,'2009-04-22 00:00:00',6,9,'2009-04-29 00:00:00',1,
1336,2607,207,1,80,'2009-04-29 00:00:00',6,18,'2009-05-06 00:00:00',1,
1337,2607,207,1,67,'2009-05-06 00:00:00',6,32,'2009-05-13 00:00:00',1,
1338,2617,217,1,52,'2009-05-13 00:00:00',6,35,'2009-05-20 00:00:00',1,
1339,2617,217,1,9,'2009-05-20 00:00:00',6,2,'2009-05-27 00:00:00',1,
1340,2617,217,1,76,'2009-05-27 00:00:00',6,4,'2009-06-03 00:00:00',1,
1341,2617,217,1,69,'2009-08-03 00:00:00',6,9,'2009-08-10 00:00:00',1,
1342,2617,217,1,80,'2009-08-10 00:00:00',6,18,'2009-08-17 00:00:00',1,
1343,2617,217,1,67,'2009-08-17 00:00:00',6,32,'2009-08-24 00:00:00',1,
1344,2617,217,1,52,'2009-08-24 00:00:00',6,35,'2009-08-31 00:00:00',1,
1345,2627,227,5,9,'2009-08-31 00:00:00',6,2,'2009-09-07 00:00:00',1,
1346,2627,227,5,76,'2009-09-07 00:00:00',6,4,'2009-09-14 00:00:00',1,
1347,2627,227,5,69,'2009-09-14 00:00:00',6,9,'2009-09-21 00:00:00',1,
1348,2637,237,1,80,'2009-09-21 00:00:00',6,18,'2009-09-28 00:00:00',1,
1349,2647,247,1,67,'2009-09-28 00:00:00',6,32,'2009-10-05 00:00:00',1,
1350,2647,247,1,52,'2009-10-05 00:00:00',6,35,'2009-10-12 00:00:00',1,
1351,2647,247,1,9,'2009-10-12 00:00:00',6,2,'2009-10-19 00:00:00',1,
1352,2647,247,1,76,'2009-10-19 00:00:00',6,4,'2009-10-26 00:00:00',1,
1353,2647,247,1,69,'2009-10-26 00:00:00',6,9,'2009-11-02 00:00:00',1,
1354,2657,257,5,80,'2009-11-02 00:00:00',6,18,'2009-11-09 00:00:00',1,
1355,2657,257,5,67,'2009-11-09 00:00:00',6,32,'2009-11-16 00:00:00',1,
1356,2657,257,5,52,'2009-11-16 00:00:00',6,35,'2009-11-23 00:00:00',1,
1357,2667,267,2,9,'2009-11-23 00:00:00',6,2,'2009-11-30 00:00:00',1,
1358,2667,267,2,76,'2009-11-30 00:00:00',6,4,'2009-12-07 00:00:00',1,
1359,2667,267,2,69,'2009-12-07 00:00:00',6,9,'2009-12-14 00:00:00',1,
1360,2667,267,2,80,'2009-12-14 00:00:00',6,18,'2009-12-21 00:00:00',1,
1361,2667,267,2,67,'2009-12-21 00:00:00',6,32,'2009-12-28 00:00:00',1,
1362,2667,267,2,52,'2009-12-28 00:00:00',6,35,'2010-01-04 00:00:00',1,
1363,2667,267,2,9,'2010-01-04 00:00:00',6,2,'2010-01-11 00:00:00',1,
1364,2667,267,2,76,'2010-01-11 00:00:00',6,4,'2010-01-18 00:00:00',1,
1365,2667,267,2,69,'2010-01-18 00:00:00',6,9,'2010-01-25 00:00:00',1,
1366,2667,267,2,80,'2010-01-25 00:00:00',6,18,'2010-02-01 00:00:00',1,
1367,2667,267,2,67,'2010-02-01 00:00:00',6,32,'2010-02-08 00:00:00',1,
1368,2677,277,5,52,'2010-02-08 00:00:00',6,35,'2010-02-15 00:00:00',1,
1369,2677,277,5,9,'2010-02-15 00:00:00',6,2,'2010-02-22 00:00:00',1,
1370,2677,277,5,76,'2010-02-22 00:00:00',6,4,'2010-03-01 00:00:00',1,
1371,2677,277,5,69,'2010-03-01 00:00:00',6,9,'2010-03-08 00:00:00',1,
1372,2687,287,5,80,'2010-03-08 00:00:00',6,18,'2010-03-15 00:00:00',1,
1373,2687,287,5,67,'2010-03-15 00:00:00',6,32,'2010-03-22 00:00:00',1,
1374,2687,287,5,52,'2010-03-22 00:00:00',6,35,'2010-03-29 00:00:00',1,
1375,2687,287,5,9,'2010-03-29 00:00:00',6,2,'2010-04-05 00:00:00',1,
1376,2687,287,5,76,'2010-04-05 00:00:00',6,4,'2010-04-12 00:00:00',1,
1377,2687,287,5,69,'2010-04-12 00:00:00',6,9,'2010-04-19 00:00:00',1,
1378,2687,287,5,80,'2010-04-19 00:00:00',6,18,'2010-04-26 00:00:00',1,
1379,2687,287,5,67,'2010-04-26 00:00:00',6,32,'2010-05-03 00:00:00',1,
1380,2697,297,2,52,'2008-09-03 00:00:00',6,35,'2008-09-10 00:00:00',1,
1381,2707,307,1,9,'2008-09-10 00:00:00',6,2,'2008-09-17 00:00:00',1,
1382,2717,317,1,76,'2008-09-17 00:00:00',6,4,'2008-09-24 00:00:00',1,
1383,2727,327,5,69,'2008-09-24 00:00:00',6,9,'2008-10-01 00:00:00',1,
1384,2727,327,5,80,'2008-10-01 00:00:00',6,18,'2008-10-08 00:00:00',1,
1385,2727,327,5,67,'2008-10-08 00:00:00',6,32,'2008-10-15 00:00:00',1,
1386,2727,327,5,52,'2008-10-15 00:00:00',6,35,'2008-10-22 00:00:00',1,
1387,2727,327,5,9,'2008-10-22 00:00:00',6,2,'2008-10-29 00:00:00',1,
1388,2737,337,1,76,'2008-10-29 00:00:00',6,4,'2008-11-05 00:00:00',1,
1389,2737,337,1,69,'2008-11-05 00:00:00',6,9,'2008-11-12 00:00:00',1,
1390,2737,337,1,80,'2008-11-12 00:00:00',6,18,'2008-11-19 00:00:00',1,
1391,2737,337,1,67,'2008-11-19 00:00:00',6,32,'2008-11-26 00:00:00',1,
1392,2737,337,1,52,'2008-11-26 00:00:00',6,35,'2008-12-03 00:00:00',1,
1393,2737,337,1,9,'2008-12-03 00:00:00',6,2,'2008-12-10 00:00:00',1,
1394,2737,337,1,76,'2008-12-10 00:00:00',6,4,'2008-12-17 00:00:00',1,
1395,2747,347,1,69,'2008-12-17 00:00:00',6,9,'2008-12-24 00:00:00',1,
1396,2747,347,1,80,'2008-12-24 00:00:00',6,18,'2008-12-31 00:00:00',1,
1397,2747,347,1,67,'2008-12-31 00:00:00',6,32,'2009-01-07 00:00:00',1,
1398,2747,347,1,52,'2009-01-07 00:00:00',6,35,'2009-01-14 00:00:00',1,
1399,2747,347,1,9,'2009-01-14 00:00:00',6,2,'2009-01-21 00:00:00',1,
1400,2747,347,1,76,'2009-01-21 00:00:00',6,4,'2009-01-28 00:00:00',1,
1401,2747,347,1,69,'2009-01-28 00:00:00',6,9,'2009-02-04 00:00:00',1,
1402,2747,347,1,80,'2009-02-04 00:00:00',6,18,'2009-02-11 00:00:00',1,
1403,2747,347,1,67,'2009-02-11 00:00:00',6,32,'2009-02-18 00:00:00',1,
1404,2747,347,1,52,'2009-02-18 00:00:00',6,35,'2009-02-25 00:00:00',1,
1405,2757,357,5,9,'2009-02-25 00:00:00',6,2,'2009-03-04 00:00:00',1,
1406,2757,357,5,76,'2009-03-04 00:00:00',6,4,'2009-03-11 00:00:00',1,
1407,2757,357,5,69,'2009-03-11 00:00:00',6,9,'2009-03-18 00:00:00',1,
1408,2767,367,2,80,'2009-03-18 00:00:00',6,18,'2009-03-25 00:00:00',1,
1409,2767,367,2,67,'2009-03-25 00:00:00',6,32,'2009-04-01 00:00:00',1,
1410,2767,367,2,52,'2009-04-01 00:00:00',6,35,'2009-04-08 00:00:00',1,
1411,2767,367,2,9,'2009-04-08 00:00:00',6,2,'2009-04-15 00:00:00',1,
1412,2767,367,2,76,'2009-04-15 00:00:00',6,4,'2009-04-22 00:00:00',1,
1413,2767,367,2,69,'2009-04-22 00:00:00',6,9,'2009-04-29 00:00:00',1,
1414,2767,367,2,80,'2009-04-29 00:00:00',6,18,'2009-05-06 00:00:00',1,
1415,2777,377,5,67,'2009-05-06 00:00:00',6,32,'2009-05-13 00:00:00',1,
1416,2777,377,5,52,'2009-05-13 00:00:00',6,35,'2009-05-20 00:00:00',1,
1417,2787,387,5,9,'2009-05-20 00:00:00',6,2,'2009-05-27 00:00:00',1,
1418,2787,387,5,76,'2009-05-27 00:00:00',6,4,'2009-06-03 00:00:00',1,
1419,2787,387,5,69,'2009-08-03 00:00:00',6,9,'2009-08-10 00:00:00',1,
1420,2787,387,5,80,'2009-08-10 00:00:00',6,18,'2009-08-17 00:00:00',1,
1421,2787,387,5,67,'2009-08-17 00:00:00',6,32,'2009-08-24 00:00:00',1,
1422,2787,387,5,52,'2009-08-24 00:00:00',6,35,'2009-08-31 00:00:00',1,
1423,2787,387,5,9,'2009-08-31 00:00:00',6,2,'2009-09-07 00:00:00',1,
1424,2787,387,5,76,'2009-09-07 00:00:00',6,4,'2009-09-14 00:00:00',1,
1425,2787,387,5,69,'2009-09-14 00:00:00',6,9,'2009-09-21 00:00:00',1,
1426,2787,387,5,80,'2009-09-21 00:00:00',6,18,'2009-09-28 00:00:00',1,
1427,2787,387,5,67,'2009-09-28 00:00:00',6,32,'2009-10-05 00:00:00',1,
1428,2797,397,2,52,'2009-10-05 00:00:00',6,35,'2009-10-12 00:00:00',1,
1429,2797,397,2,9,'2009-10-12 00:00:00',6,2,'2009-10-19 00:00:00',1,
1430,2797,397,2,76,'2009-10-19 00:00:00',6,4,'2009-10-26 00:00:00',1,
1431,2797,397,2,69,'2009-10-26 00:00:00',6,9,'2009-11-02 00:00:00',1,
1432,2797,397,2,80,'2009-11-02 00:00:00',6,18,'2009-11-09 00:00:00',1,
1433,2797,397,2,67,'2009-11-09 00:00:00',6,32,'2009-11-16 00:00:00',1,
1434,2797,397,2,52,'2009-11-16 00:00:00',6,35,'2009-11-23 00:00:00',1,
1435,2797,397,2,9,'2009-11-23 00:00:00',6,2,'2009-11-30 00:00:00',1,
1436,2797,397,2,76,'2009-11-30 00:00:00',6,4,'2009-12-07 00:00:00',1,
1437,2797,397,2,69,'2009-12-07 00:00:00',6,9,'2009-12-14 00:00:00',1,
1438,2807,407,1,80,'2009-12-14 00:00:00',6,18,'2009-12-21 00:00:00',1,
1439,2807,407,1,67,'2009-12-21 00:00:00',6,32,'2009-12-28 00:00:00',1,
1440,2807,407,1,52,'2009-12-28 00:00:00',6,35,'2010-01-04 00:00:00',1,
1441,2807,407,1,9,'2010-01-04 00:00:00',6,2,'2010-01-11 00:00:00',1,
1442,2807,407,1,76,'2010-01-11 00:00:00',6,4,'2010-01-18 00:00:00',1,
1443,2807,407,1,69,'2010-01-18 00:00:00',6,9,'2010-01-25 00:00:00',1,
1444,2807,407,1,80,'2010-01-25 00:00:00',6,18,'2010-02-01 00:00:00',1,
1445,2807,407,1,67,'2010-02-01 00:00:00',6,32,'2010-02-08 00:00:00',1,
1446,2817,417,1,52,'2008-09-03 00:00:00',6,35,'2008-09-10 00:00:00',1,
1447,2827,427,5,9,'2008-09-10 00:00:00',6,2,'2008-09-17 00:00:00',1,
1448,2827,427,5,76,'2008-09-17 00:00:00',6,4,'2008-09-24 00:00:00',1,
1449,2827,427,5,69,'2008-09-24 00:00:00',6,9,'2008-10-01 00:00:00',1,
1450,2827,427,5,80,'2008-10-01 00:00:00',6,18,'2008-10-08 00:00:00',1,
1451,2827,427,5,67,'2008-10-08 00:00:00',6,32,'2008-10-15 00:00:00',1,
1452,2837,437,1,52,'2008-10-15 00:00:00',6,35,'2008-10-22 00:00:00',1,
1453,2837,437,1,9,'2008-10-22 00:00:00',6,2,'2008-10-29 00:00:00',1,
1454,2837,437,1,76,'2008-10-29 00:00:00',6,4,'2008-11-05 00:00:00',1,
1455,2837,437,1,69,'2008-11-05 00:00:00',6,9,'2008-11-12 00:00:00',1,
1456,2837,437,1,80,'2008-11-12 00:00:00',6,18,'2008-11-19 00:00:00',1,
1457,2837,437,1,67,'2008-11-19 00:00:00',6,32,'2008-11-26 00:00:00',1,
1458,2837,437,1,52,'2008-11-26 00:00:00',6,35,'2008-12-03 00:00:00',1,
1459,2837,437,1,9,'2008-12-03 00:00:00',6,2,'2008-12-10 00:00:00',1,
1460,2837,437,1,76,'2008-12-10 00:00:00',6,4,'2008-12-17 00:00:00',1,
1461,2837,437,1,69,'2008-12-17 00:00:00',6,9,'2008-12-24 00:00:00',1,
1462,2837,437,1,80,'2008-12-24 00:00:00',6,18,'2008-12-31 00:00:00',1,
1463,2847,447,1,67,'2008-12-31 00:00:00',6,32,'2009-01-07 00:00:00',1,
1464,2847,447,1,52,'2009-01-07 00:00:00',6,35,'2009-01-14 00:00:00',1,
1465,2847,447,1,9,'2009-01-14 00:00:00',6,2,'2009-01-21 00:00:00',1,
1466,2847,447,1,76,'2009-01-21 00:00:00',6,4,'2009-01-28 00:00:00',1,
1467,2847,447,1,69,'2009-01-28 00:00:00',6,9,'2009-02-04 00:00:00',1,
1468,2847,447,1,80,'2009-02-04 00:00:00',6,18,'2009-02-11 00:00:00',1,
1469,2847,447,1,67,'2009-02-11 00:00:00',6,32,'2009-02-18 00:00:00',1,
1470,2847,447,1,52,'2009-02-18 00:00:00',6,35,'2009-02-25 00:00:00',1,
1471,2847,447,1,9,'2009-02-25 00:00:00',6,2,'2009-03-04 00:00:00',1,
1472,2847,447,1,76,'2009-03-04 00:00:00',6,4,'2009-03-11 00:00:00',1,
1473,2857,457,5,69,'2009-03-11 00:00:00',6,9,'2009-03-18 00:00:00',1,
1474,2857,457,5,80,'2009-03-18 00:00:00',6,18,'2009-03-25 00:00:00',1,
1475,2857,457,5,67,'2009-03-25 00:00:00',6,32,'2009-04-01 00:00:00',1,
1476,2857,457,5,52,'2009-04-01 00:00:00',6,35,'2009-04-08 00:00:00',1,
1477,2857,457,5,9,'2009-04-08 00:00:00',6,2,'2009-04-15 00:00:00',1,
1478,2857,457,5,76,'2009-04-15 00:00:00',6,4,'2009-04-22 00:00:00',1,
1479,2857,457,5,69,'2009-04-22 00:00:00',6,9,'2009-04-29 00:00:00',1,
1480,2867,467,2,80,'2009-04-29 00:00:00',6,18,'2009-05-06 00:00:00',1,
1481,2867,467,2,67,'2009-05-06 00:00:00',6,32,'2009-05-13 00:00:00',1,
1482,2867,467,2,52,'2009-05-13 00:00:00',6,35,'2009-05-20 00:00:00',1,
1483,2867,467,2,9,'2009-05-20 00:00:00',6,2,'2009-05-27 00:00:00',1,
1484,2867,467,2,76,'2009-05-27 00:00:00',6,4,'2009-06-03 00:00:00',1,
1485,2867,467,2,69,'2009-08-03 00:00:00',6,9,'2009-08-10 00:00:00',1,
1486,2867,467,2,80,'2009-08-10 00:00:00',6,18,'2009-08-17 00:00:00',1,
1487,2867,467,2,67,'2009-08-17 00:00:00',6,32,'2009-08-24 00:00:00',1,
1488,2867,467,2,52,'2009-08-24 00:00:00',6,35,'2009-08-31 00:00:00',1,
1489,2877,477,5,9,'2009-08-31 00:00:00',6,2,'2009-09-07 00:00:00',1,
1490,2877,477,5,76,'2009-09-07 00:00:00',6,4,'2009-09-14 00:00:00',1,
1491,2877,477,5,69,'2009-09-14 00:00:00',6,9,'2009-09-21 00:00:00',1,
1492,2887,487,5,80,'2009-09-21 00:00:00',6,18,'2009-09-28 00:00:00',1,
1493,2887,487,5,67,'2009-09-28 00:00:00',6,32,'2009-10-05 00:00:00',1,
1494,2887,487,5,52,'2009-10-05 00:00:00',6,35,'2009-10-12 00:00:00',1,
1495,2887,487,5,9,'2009-10-12 00:00:00',6,2,'2009-10-19 00:00:00',1,
1496,2887,487,5,76,'2009-10-19 00:00:00',6,4,'2009-10-26 00:00:00',1,
1497,2887,487,5,69,'2009-10-26 00:00:00',6,9,'2009-11-02 00:00:00',1,
1498,2887,487,5,80,'2009-11-02 00:00:00',6,18,'2009-11-09 00:00:00',1,
1499,2897,497,2,67,'2009-11-09 00:00:00',6,32,'2009-11-16 00:00:00',1,
1500,2897,497,2,52,'2009-11-16 00:00:00',6,35,'2009-11-23 00:00:00',1,
1501,2907,507,1,9,'2009-11-23 00:00:00',6,2,'2009-11-30 00:00:00',1,
1502,2907,507,1,76,'2009-11-30 00:00:00',6,4,'2009-12-07 00:00:00',1,
1503,2907,507,1,69,'2009-12-07 00:00:00',6,9,'2009-12-14 00:00:00',1,
1504,2907,507,1,80,'2009-12-14 00:00:00',6,18,'2009-12-21 00:00:00',1,
1505,2907,507,1,67,'2009-12-21 00:00:00',6,32,'2009-12-28 00:00:00',1,
1506,2907,507,1,52,'2009-12-28 00:00:00',6,35,'2010-01-04 00:00:00',1,
1507,2907,507,1,9,'2010-01-04 00:00:00',6,2,'2010-01-11 00:00:00',1,
1508,2907,507,1,76,'2010-01-11 00:00:00',6,4,'2010-01-18 00:00:00',1,
1509,2907,507,1,69,'2010-01-18 00:00:00',6,9,'2010-01-25 00:00:00',1,
1510,2907,507,1,80,'2010-01-25 00:00:00',6,18,'2010-02-01 00:00:00',1,
1511,2907,507,1,67,'2010-02-01 00:00:00',6,32,'2010-02-08 00:00:00',1,
1512,2917,517,1,52,'2010-02-08 00:00:00',6,35,'2010-02-15 00:00:00',1,
1513,2917,517,1,9,'2010-02-15 00:00:00',6,2,'2010-02-22 00:00:00',1,
1514,2917,517,1,76,'2010-02-22 00:00:00',6,4,'2010-03-01 00:00:00',1,
1515,2917,517,1,69,'2010-03-01 00:00:00',6,9,'2010-03-08 00:00:00',1,
1516,2917,517,1,80,'2010-03-08 00:00:00',6,18,'2010-03-15 00:00:00',1,
1517,2917,517,1,67,'2010-03-15 00:00:00',6,32,'2010-03-22 00:00:00',1,
1518,2917,517,1,52,'2010-03-22 00:00:00',6,35,'2010-03-29 00:00:00',1,
1519,2917,517,1,9,'2010-03-29 00:00:00',6,2,'2010-04-05 00:00:00',1,
1520,2917,517,1,76,'2010-04-05 00:00:00',6,4,'2010-04-12 00:00:00',1,
1521,2917,517,1,69,'2010-04-12 00:00:00',6,9,'2010-04-19 00:00:00',1,
1522,2927,527,5,80,'2010-04-19 00:00:00',6,18,'2010-04-26 00:00:00',1,
1523,2927,527,5,67,'2010-04-26 00:00:00',6,32,'2010-05-03 00:00:00',1,
1524,2927,527,5,52,'2010-05-03 00:00:00',6,35,'2010-05-10 00:00:00',1,
1525,2937,537,1,9,'2010-05-10 00:00:00',6,2,'2010-05-17 00:00:00',1,
1526,2937,537,1,76,'2010-05-17 00:00:00',6,4,'2010-05-24 00:00:00',1,
