StandardizedTestScoreID,StudentID,SISStudentID,TestDate,SubjectID,RawScore,PossibleRawScore,ScaledScore,PossibleScaledScore,PerformanceLevel,Lexile,LatestTest
289,986,986,'2010-04-02 00:00:00',10,41.00,60.00,815.00,950.00,2.00,  20L,1
290,986,986,'2009-01-01 00:00:00',18,6.00,8.00,798.00,950.00,1.00,   BR,0
291,986,986,'2010-04-02 00:00:00',18,5.00,8.00,828.00,950.00,2.00,  20L,1
292,987,987,'2010-04-02 00:00:00',6,25.00,50.00,794.00,950.00,1.00,  BR,1
293,987,987,'2010-04-02 00:00:00',10,39.00,60.00,810.00,950.00,2.00,  BR,1
294,987,987,'2010-04-02 00:00:00',18,7.00,8.00,824.00,950.00,2.00,  BR,1
295,988,988,'2010-04-02 00:00:00',6,39.00,50.00,823.00,950.00,2.00,  55L,1
296,988,988,'2010-04-02 00:00:00',10,52.00,60.00,846.00,950.00,2.00,  55L,1
297,988,988,'2010-04-02 00:00:00',18,5.00,8.00,832.00,950.00,2.00,  55L,1
298,1000,1000,'2010-04-02 00:00:00',6,43.00,50.00,835.00,950.00,2.00,  85L,1
299,1000,1000,'2010-04-02 00:00:00',10,58.00,60.00,885.00,950.00,3.00,  85L,1
300,1000,1000,'2010-04-02 00:00:00',18,7.00,8.00,836.00,950.00,2.00,  85L,1
301,1004,1004,'2010-04-02 00:00:00',6,45.00,50.00,843.00,950.00,2.00, 550L,1
302,1004,1004,'2010-04-02 00:00:00',10,55.00,60.00,860.00,950.00,3.00, 550L,1
303,1004,1004,'2010-04-02 00:00:00',18,8.00,8.00,920.00,950.00,3.00, 550L,1
304,1005,1005,'2010-04-02 00:00:00',6,41.00,50.00,828.00,950.00,2.00, 240L,1
305,1005,1005,'2010-04-02 00:00:00',10,56.00,60.00,866.00,950.00,3.00, 240L,1
306,1005,1005,'2010-04-02 00:00:00',18,7.00,8.00,854.00,950.00,3.00, 240L,1
307,1028,1028,'2010-04-02 00:00:00',6,45.00,50.00,843.00,950.00,2.00,  85L,1
308,1028,1028,'2010-04-02 00:00:00',10,52.00,60.00,846.00,950.00,2.00,  85L,1
309,1028,1028,'2010-04-02 00:00:00',18,6.00,8.00,836.00,950.00,2.00,  85L,1
310,1057,1057,'2010-04-02 00:00:00',6,42.00,50.00,831.00,950.00,2.00,  55L,1
311,1057,1057,'2010-04-02 00:00:00',10,51.00,60.00,842.00,950.00,2.00,  55L,1
312,1057,1057,'2010-04-02 00:00:00',18,6.00,8.00,832.00,950.00,2.00,  55L,1
313,1058,1058,'2010-04-02 00:00:00',6,43.00,50.00,835.00,950.00,2.00, 455L,1
314,1058,1058,'2010-04-02 00:00:00',10,52.00,60.00,846.00,950.00,2.00, 455L,1
315,1058,1058,'2010-04-02 00:00:00',18,8.00,8.00,879.00,950.00,3.00, 455L,1
316,1075,1075,'2010-04-02 00:00:00',6,36.00,50.00,815.00,950.00,2.00,  BR,1
317,1075,1075,'2010-04-02 00:00:00',10,43.00,60.00,819.00,950.00,2.00,  BR,1
318,1075,1075,'2010-04-02 00:00:00',18,4.00,8.00,824.00,950.00,2.00,  BR,1
319,1086,1086,'2010-04-02 00:00:00',6,43.00,50.00,835.00,950.00,2.00,  85L,1
320,1086,1086,'2010-04-02 00:00:00',10,52.00,60.00,846.00,950.00,2.00,  85L,1
321,1086,1086,'2010-04-02 00:00:00',18,8.00,8.00,836.00,950.00,2.00,  85L,1
322,1087,1087,'2010-04-02 00:00:00',6,45.00,50.00,843.00,950.00,2.00, 320L,1
323,1087,1087,'2010-04-02 00:00:00',10,50.00,60.00,839.00,950.00,2.00, 320L,1
324,1087,1087,'2010-04-02 00:00:00',18,7.00,8.00,863.00,950.00,3.00, 320L,1
325,1088,1088,'2010-04-02 00:00:00',6,35.00,50.00,813.00,950.00,2.00, 205L,1
326,1088,1088,'2010-04-02 00:00:00',10,47.00,60.00,829.00,950.00,2.00, 205L,1
327,1088,1088,'2010-04-02 00:00:00',18,7.00,8.00,850.00,950.00,3.00, 205L,1
328,1100,1100,'2010-04-02 00:00:00',6,31.00,50.00,805.00,950.00,2.00,  20L,1
329,1100,1100,'2010-04-02 00:00:00',10,48.00,60.00,832.00,950.00,2.00,  20L,1
330,1100,1100,'2010-04-02 00:00:00',18,6.00,8.00,828.00,950.00,2.00,  20L,1
331,1104,1104,'2010-04-02 00:00:00',6,32.00,50.00,807.00,950.00,2.00,  BR,1
332,1104,1104,'2010-04-02 00:00:00',10,36.00,60.00,804.00,950.00,2.00,  BR,1
333,1104,1104,'2010-04-02 00:00:00',18,7.00,8.00,807.00,950.00,2.00,  BR,1
334,1105,1105,'2010-04-02 00:00:00',6,45.00,50.00,843.00,950.00,2.00, 205L,1
335,1105,1105,'2010-04-02 00:00:00',10,31.00,60.00,794.00,950.00,1.00, 205L,1
336,1105,1105,'2010-04-02 00:00:00',18,7.00,8.00,850.00,950.00,3.00, 205L,1
337,1128,1128,'2010-04-02 00:00:00',6,34.00,50.00,811.00,950.00,2.00,  20L,1
338,1128,1128,'2010-04-02 00:00:00',10,36.00,60.00,804.00,950.00,2.00,  20L,1
339,1128,1128,'2010-04-02 00:00:00',18,7.00,8.00,828.00,950.00,2.00,  20L,1
340,1157,1157,'2010-04-02 00:00:00',6,42.00,50.00,831.00,950.00,2.00,  85L,1
341,1157,1157,'2010-04-02 00:00:00',10,54.00,60.00,855.00,950.00,3.00,  85L,1
342,1157,1157,'2010-04-02 00:00:00',18,6.00,8.00,836.00,950.00,2.00,  85L,1
343,1158,1158,'2010-04-02 00:00:00',6,47.00,50.00,855.00,950.00,3.00, 455L,1
344,1158,1158,'2010-04-02 00:00:00',10,56.00,60.00,866.00,950.00,3.00, 455L,1
345,1158,1158,'2010-04-02 00:00:00',18,8.00,8.00,879.00,950.00,3.00, 455L,1
346,29,29,'2009-01-01 00:00:00',6,22.00,50.00,783.00,950.00,1.00,  260,0
347,29,29,'2010-04-02 00:00:00',6,25.00,50.00,800.00,950.00,2.00, 225L,1
348,29,29,'2010-04-02 00:00:00',10,0.00,0.00,291.00,950.00,1.00, 225L,0
349,29,29,'2009-01-01 00:00:00',10,0.00,0.00,298.00,950.00,1.00,  260,1
350,29,29,'2010-04-02 00:00:00',18,14.00,40.00,776.00,950.00,1.00, 225L,0
351,29,29,'2009-01-01 00:00:00',18,6.00,8.00,817.00,950.00,2.00,  260,1
352,29,29,'2010-04-02 00:00:00',14,14.00,49.00,771.00,950.00,1.00, 225L,1
353,29,29,'2010-04-02 00:00:00',15,25.00,54.00,698.00,950.00,2.00, 225L,1
354,30,30,'2009-01-01 00:00:00',6,30.00,50.00,804.00,950.00,2.00,   BR,0
355,30,30,'2010-04-02 00:00:00',6,41.00,50.00,830.00,950.00,2.00, 240L,1
356,30,30,'2009-01-01 00:00:00',10,0.00,0.00,334.00,950.00,2.00,   BR,0
357,30,30,'2010-04-02 00:00:00',10,34.00,60.00,800.00,950.00,2.00, 240L,1
358,30,30,'2010-04-02 00:00:00',18,6.00,8.00,814.00,950.00,2.00, 240L,0
359,30,30,'2009-01-01 00:00:00',18,7.00,8.00,818.00,950.00,2.00,   BR,1
360,59,59,'2009-01-01 00:00:00',6,48.00,50.00,866.00,950.00,3.00,  550,0
361,59,59,'2010-04-02 00:00:00',6,49.00,50.00,888.00,950.00,3.00, 725L,1
362,59,59,'2010-04-02 00:00:00',10,59.00,60.00,895.00,950.00,3.00, 725L,0
363,59,59,'2009-01-01 00:00:00',10,0.00,0.00,431.00,950.00,3.00,  550,1
364,59,59,'2009-01-01 00:00:00',18,8.00,8.00,901.00,950.00,3.00,  550,0
365,59,59,'2010-04-02 00:00:00',18,8.00,8.00,879.00,950.00,3.00, 725L,1
366,76,76,'2010-04-02 00:00:00',6,34.00,50.00,810.00,950.00,2.00, 215L,0
367,76,76,'2009-01-01 00:00:00',6,38.00,50.00,821.00,950.00,2.00,   BR,1
368,76,76,'2010-04-02 00:00:00',10,50.00,60.00,835.00,950.00,2.00, 215L,0
369,76,76,'2009-01-01 00:00:00',10,0.00,0.00,363.00,950.00,3.00,   BR,1
370,76,76,'2010-04-02 00:00:00',18,7.00,8.00,811.00,950.00,2.00, 215L,0
371,76,76,'2009-01-01 00:00:00',18,7.00,8.00,813.00,950.00,2.00,   BR,1
372,89,89,'2009-01-01 00:00:00',6,47.00,50.00,857.00,950.00,3.00,   95,0
373,89,89,'2010-04-02 00:00:00',6,48.00,50.00,871.00,950.00,3.00, 600L,1
374,89,89,'2010-04-02 00:00:00',10,54.00,60.00,850.00,950.00,3.00, 600L,0
375,89,89,'2009-01-01 00:00:00',10,0.00,0.00,367.00,950.00,3.00,   95,1
376,89,89,'2009-01-01 00:00:00',18,7.00,8.00,837.00,950.00,2.00,   95,0
377,89,89,'2010-04-02 00:00:00',18,8.00,8.00,862.00,950.00,3.00, 600L,1
378,90,90,'2009-01-01 00:00:00',6,48.00,50.00,866.00,950.00,3.00,  145,0
379,90,90,'2010-04-02 00:00:00',6,48.00,50.00,871.00,950.00,3.00, 725L,1
380,90,90,'2009-01-01 00:00:00',10,0.00,0.00,373.00,950.00,3.00,  145,0
381,90,90,'2010-04-02 00:00:00',10,56.00,60.00,861.00,950.00,3.00, 725L,1
382,90,90,'2009-01-01 00:00:00',18,7.00,8.00,843.00,950.00,2.00,  145,0
383,90,90,'2010-04-02 00:00:00',18,8.00,8.00,879.00,950.00,3.00, 725L,1
384,94,94,'2009-01-01 00:00:00',6,39.00,50.00,824.00,950.00,2.00,   25,0
385,94,94,'2010-04-02 00:00:00',6,42.00,50.00,834.00,950.00,2.00, 410L,1
386,94,94,'2009-01-01 00:00:00',10,0.00,0.00,354.00,950.00,3.00,   25,0
387,94,94,'2010-04-02 00:00:00',10,54.00,60.00,850.00,950.00,3.00, 410L,1
388,94,94,'2010-04-02 00:00:00',18,8.00,8.00,837.00,950.00,2.00, 410L,0
389,94,94,'2009-01-01 00:00:00',18,7.00,8.00,829.00,950.00,2.00,   25,1
390,95,95,'2009-01-01 00:00:00',6,47.00,50.00,857.00,950.00,3.00,  550,0
391,95,95,'2010-04-02 00:00:00',6,48.00,50.00,871.00,950.00,3.00, 725L,1
392,95,95,'2009-01-01 00:00:00',10,0.00,0.00,431.00,950.00,3.00,  550,0
393,95,95,'2010-04-02 00:00:00',10,60.00,60.00,930.00,950.00,3.00, 725L,1
394,95,95,'2010-04-02 00:00:00',18,8.00,8.00,879.00,950.00,3.00, 725L,0
395,95,95,'2009-01-01 00:00:00',18,8.00,8.00,901.00,950.00,3.00,  550,1
396,96,96,'2009-01-01 00:00:00',6,29.00,50.00,802.00,950.00,2.00,   95,0
397,96,96,'2010-04-02 00:00:00',6,33.00,50.00,807.00,950.00,2.00, 515L,1
398,96,96,'2010-04-02 00:00:00',10,35.00,60.00,802.00,950.00,2.00, 515L,0
399,96,96,'2009-01-01 00:00:00',10,0.00,0.00,317.00,950.00,2.00,   95,1
400,96,96,'2009-01-01 00:00:00',18,8.00,8.00,837.00,950.00,2.00,   95,0
401,96,96,'2010-04-02 00:00:00',18,7.00,8.00,851.00,950.00,3.00, 515L,1
402,129,129,'2009-01-01 00:00:00',6,35.00,50.00,814.00,950.00,2.00,  285,0
403,129,129,'2010-04-02 00:00:00',6,41.00,50.00,830.00,950.00,2.00, 600L,1
404,129,129,'2010-04-02 00:00:00',10,55.00,60.00,855.00,950.00,3.00, 600L,0
405,129,129,'2009-01-01 00:00:00',10,0.00,0.00,346.00,950.00,2.00,  285,1
406,129,129,'2009-01-01 00:00:00',18,7.00,8.00,859.00,950.00,3.00,  285,0
407,129,129,'2010-04-02 00:00:00',18,8.00,8.00,862.00,950.00,3.00, 600L,1
408,130,130,'2009-01-01 00:00:00',6,24.00,50.00,792.00,950.00,1.00,   BR,0
409,130,130,'2010-04-02 00:00:00',6,29.00,50.00,798.00,950.00,1.00, 300L,1
410,130,130,'2010-04-02 00:00:00',10,42.00,60.00,815.00,950.00,2.00, 300L,0
411,130,130,'2009-01-01 00:00:00',10,0.00,0.00,346.00,950.00,2.00,   BR,1
412,130,130,'2009-01-01 00:00:00',18,6.00,8.00,815.00,950.00,2.00,   BR,0
413,130,130,'2010-04-02 00:00:00',18,6.00,8.00,822.00,950.00,2.00, 300L,1
414,159,159,'2010-04-02 00:00:00',6,39.00,50.00,823.00,950.00,2.00, 300L,0
415,159,159,'2009-01-01 00:00:00',6,40.00,50.00,827.00,950.00,2.00,  145,1
416,159,159,'2009-01-01 00:00:00',10,0.00,0.00,343.00,950.00,2.00,  145,0
417,159,159,'2010-04-02 00:00:00',10,44.00,60.00,820.00,950.00,2.00, 300L,1
418,159,159,'2010-04-02 00:00:00',18,7.00,8.00,822.00,950.00,2.00, 300L,0
419,159,159,'2009-01-01 00:00:00',18,7.00,8.00,843.00,950.00,2.00,  145,1
420,176,176,'2009-01-01 00:00:00',6,44.00,50.00,840.00,950.00,2.00,   25,0
421,176,176,'2010-04-02 00:00:00',6,48.00,50.00,871.00,950.00,3.00, 410L,1
422,176,176,'2010-04-02 00:00:00',10,54.00,60.00,850.00,950.00,3.00, 410L,0
423,176,176,'2009-01-01 00:00:00',10,0.00,0.00,379.00,950.00,3.00,   25,1
424,176,176,'2009-01-01 00:00:00',18,7.00,8.00,829.00,950.00,2.00,   25,0
425,176,176,'2010-04-02 00:00:00',18,8.00,8.00,837.00,950.00,2.00, 410L,1
426,177,177,'2009-01-01 00:00:00',6,18.00,50.00,780.00,950.00,1.00,   BR,0
427,177,177,'2010-04-02 00:00:00',6,25.00,50.00,789.00,950.00,1.00, 140L,1
428,177,177,'2010-04-02 00:00:00',10,34.00,60.00,800.00,950.00,2.00, 140L,0
429,177,177,'2009-01-01 00:00:00',10,0.00,0.00,310.00,950.00,2.00,   BR,1
430,177,177,'2010-04-02 00:00:00',18,5.00,8.00,801.00,950.00,2.00, 140L,0
431,177,177,'2009-01-01 00:00:00',18,3.00,8.00,807.00,950.00,2.00,   BR,1
432,189,189,'2009-01-01 00:00:00',6,34.00,50.00,812.00,950.00,2.00,   60,0
433,189,189,'2010-04-02 00:00:00',6,37.00,50.00,818.00,950.00,2.00, 410L,1
434,189,189,'2010-04-02 00:00:00',10,46.00,60.00,824.00,950.00,2.00, 410L,0
435,189,189,'2009-01-01 00:00:00',10,0.00,0.00,340.00,950.00,2.00,   60,1
436,189,189,'2009-01-01 00:00:00',18,8.00,8.00,833.00,950.00,2.00,   60,0
437,189,189,'2010-04-02 00:00:00',18,6.00,8.00,837.00,950.00,2.00, 410L,1
444,194,194,'2009-01-01 00:00:00',6,34.00,50.00,812.00,950.00,2.00,  205,0
445,194,194,'2010-04-02 00:00:00',6,42.00,50.00,834.00,950.00,2.00, 515L,1
446,194,194,'2009-01-01 00:00:00',10,0.00,0.00,354.00,950.00,3.00,  205,0
447,194,194,'2010-04-02 00:00:00',10,55.00,60.00,855.00,950.00,3.00, 515L,1
448,194,194,'2009-01-01 00:00:00',18,6.00,8.00,850.00,950.00,3.00,  205,0
449,194,194,'2010-04-02 00:00:00',18,8.00,8.00,851.00,950.00,3.00, 515L,1
450,195,195,'2010-04-02 00:00:00',6,37.00,50.00,818.00,950.00,2.00, 410L,0
451,195,195,'2009-01-01 00:00:00',6,42.00,50.00,833.00,950.00,2.00,  205,1
452,195,195,'2009-01-01 00:00:00',10,0.00,0.00,350.00,950.00,3.00,  205,0
453,195,195,'2010-04-02 00:00:00',10,56.00,60.00,861.00,950.00,3.00, 410L,1
454,195,195,'2010-04-02 00:00:00',18,8.00,8.00,837.00,950.00,2.00, 410L,0
455,195,195,'2009-01-01 00:00:00',18,8.00,8.00,850.00,950.00,3.00,  205,1
456,196,196,'2009-01-01 00:00:00',6,23.00,50.00,790.00,950.00,1.00,   BR,0
457,196,196,'2010-04-02 00:00:00',6,40.00,50.00,827.00,950.00,2.00, 515L,1
458,196,196,'2009-01-01 00:00:00',10,0.00,0.00,307.00,950.00,2.00,   BR,0
459,196,196,'2010-04-02 00:00:00',10,43.00,60.00,818.00,950.00,2.00, 515L,1
460,196,196,'2009-01-01 00:00:00',18,5.00,8.00,813.00,950.00,2.00,   BR,0
461,196,196,'2010-04-02 00:00:00',18,8.00,8.00,851.00,950.00,3.00, 515L,1
468,230,230,'2009-01-01 00:00:00',6,18.00,50.00,780.00,950.00,1.00,   BR,1
469,230,230,'2009-01-01 00:00:00',10,0.00,0.00,293.00,950.00,1.00,   BR,1
470,230,230,'2009-01-01 00:00:00',18,3.00,8.00,802.00,950.00,2.00,   BR,1
471,259,259,'2009-01-01 00:00:00',6,34.00,50.00,812.00,950.00,2.00,   25,0
472,259,259,'2010-04-02 00:00:00',6,47.00,50.00,861.00,950.00,3.00, 515L,1
473,259,259,'2009-01-01 00:00:00',10,0.00,0.00,334.00,950.00,2.00,   25,0
474,259,259,'2010-04-02 00:00:00',10,51.00,60.00,838.00,950.00,2.00, 515L,1
475,259,259,'2010-04-02 00:00:00',18,7.00,8.00,851.00,950.00,3.00, 515L,0
476,259,259,'2009-01-01 00:00:00',18,7.00,8.00,829.00,950.00,2.00,   25,1
477,276,276,'2009-01-01 00:00:00',6,33.00,50.00,810.00,950.00,2.00,   95,0
478,276,276,'2010-04-02 00:00:00',6,45.00,50.00,850.00,950.00,3.00, 600L,1
479,276,276,'2010-04-02 00:00:00',10,48.00,60.00,829.00,950.00,2.00, 600L,0
480,276,276,'2009-01-01 00:00:00',10,0.00,0.00,358.00,950.00,3.00,   95,1
481,276,276,'2009-01-01 00:00:00',18,7.00,8.00,837.00,950.00,2.00,   95,0
482,276,276,'2010-04-02 00:00:00',18,8.00,8.00,862.00,950.00,3.00, 600L,1
483,277,277,'2009-01-01 00:00:00',6,19.00,50.00,782.00,950.00,1.00,   BR,0
484,277,277,'2010-04-02 00:00:00',6,25.00,50.00,789.00,950.00,1.00, 330L,1
485,277,277,'2010-04-02 00:00:00',10,33.00,60.00,798.00,950.00,1.00, 330L,0
486,277,277,'2009-01-01 00:00:00',10,0.00,0.00,305.00,950.00,2.00,   BR,1
487,277,277,'2009-01-01 00:00:00',18,3.00,8.00,802.00,950.00,2.00,   BR,0
488,277,277,'2010-04-02 00:00:00',18,7.00,8.00,826.00,950.00,2.00, 330L,1
489,289,289,'2010-04-02 00:00:00',6,31.00,50.00,802.00,950.00,2.00, 270L,1
490,289,289,'2010-04-02 00:00:00',10,37.00,60.00,806.00,950.00,2.00, 270L,1
491,289,289,'2010-04-02 00:00:00',18,8.00,8.00,818.00,950.00,2.00, 270L,1
492,290,290,'2009-01-01 00:00:00',6,21.00,50.00,786.00,950.00,1.00,   BR,0
493,290,290,'2010-04-02 00:00:00',6,36.00,50.00,815.00,950.00,2.00, 240L,1
494,290,290,'2009-01-01 00:00:00',10,0.00,0.00,293.00,950.00,1.00,   BR,0
495,290,290,'2010-04-02 00:00:00',10,28.00,60.00,789.00,950.00,1.00, 240L,1
496,290,290,'2009-01-01 00:00:00',18,5.00,8.00,795.00,950.00,1.00,   BR,0
497,290,290,'2010-04-02 00:00:00',18,7.00,8.00,814.00,950.00,2.00, 240L,1
498,294,294,'2009-01-01 00:00:00',6,42.00,50.00,833.00,950.00,2.00,  205,0
499,294,294,'2010-04-02 00:00:00',6,44.00,50.00,842.00,950.00,2.00, 515L,1
500,294,294,'2010-04-02 00:00:00',10,53.00,60.00,846.00,950.00,2.00, 515L,0
501,294,294,'2009-01-01 00:00:00',10,0.00,0.00,358.00,950.00,3.00,  205,1
502,294,294,'2009-01-01 00:00:00',18,7.00,8.00,850.00,950.00,3.00,  205,0
503,294,294,'2010-04-02 00:00:00',18,8.00,8.00,851.00,950.00,3.00, 515L,1
504,295,295,'2009-01-01 00:00:00',6,28.00,50.00,800.00,950.00,2.00,   BR,0
505,295,295,'2010-04-02 00:00:00',6,36.00,50.00,815.00,950.00,2.00, 185L,1
506,295,295,'2010-04-02 00:00:00',10,43.00,60.00,818.00,950.00,2.00, 185L,0
507,295,295,'2009-01-01 00:00:00',10,0.00,0.00,315.00,950.00,2.00,   BR,1
508,295,295,'2010-04-02 00:00:00',18,7.00,8.00,807.00,950.00,2.00, 185L,0
509,295,295,'2009-01-01 00:00:00',18,8.00,8.00,810.00,950.00,2.00,   BR,1
510,296,296,'2009-01-01 00:00:00',6,44.00,50.00,840.00,950.00,2.00,  205,0
511,296,296,'2010-04-02 00:00:00',6,48.00,50.00,871.00,950.00,3.00, 330L,1
512,296,296,'2010-04-02 00:00:00',10,53.00,60.00,846.00,950.00,2.00, 330L,0
513,296,296,'2009-01-01 00:00:00',10,0.00,0.00,397.00,950.00,3.00,  205,1
514,296,296,'2010-04-02 00:00:00',18,6.00,8.00,826.00,950.00,2.00, 330L,0
515,296,296,'2009-01-01 00:00:00',18,8.00,8.00,850.00,950.00,3.00,  205,1
516,329,329,'2009-01-01 00:00:00',6,31.00,50.00,806.00,950.00,2.00,   BR,0
517,329,329,'2010-04-02 00:00:00',6,33.00,50.00,807.00,950.00,2.00, 215L,1
518,329,329,'2009-01-01 00:00:00',10,0.00,0.00,320.00,950.00,2.00,   BR,0
519,329,329,'2010-04-02 00:00:00',10,29.00,60.00,791.00,950.00,1.00, 215L,1
520,329,329,'2009-01-01 00:00:00',18,6.00,8.00,810.00,950.00,2.00,   BR,0
521,329,329,'2010-04-02 00:00:00',18,6.00,8.00,811.00,950.00,2.00, 215L,1
522,330,330,'2009-01-01 00:00:00',6,42.00,50.00,833.00,950.00,2.00,  205,0
523,330,330,'2010-04-02 00:00:00',6,42.00,50.00,834.00,950.00,2.00, 240L,1
524,330,330,'2009-01-01 00:00:00',10,0.00,0.00,350.00,950.00,3.00,  205,0
525,330,330,'2010-04-02 00:00:00',10,37.00,60.00,806.00,950.00,2.00, 240L,1
526,330,330,'2010-04-02 00:00:00',18,8.00,8.00,814.00,950.00,2.00, 240L,0
527,330,330,'2009-01-01 00:00:00',18,7.00,8.00,850.00,950.00,3.00,  205,1
528,359,359,'2009-01-01 00:00:00',6,40.00,50.00,827.00,950.00,2.00,  420,0
529,359,359,'2010-04-02 00:00:00',6,46.00,50.00,854.00,950.00,3.00, 600L,1
530,359,359,'2010-04-02 00:00:00',10,51.00,60.00,838.00,950.00,2.00, 600L,0
531,359,359,'2009-01-01 00:00:00',10,0.00,0.00,358.00,950.00,3.00,  420,1
532,359,359,'2010-04-02 00:00:00',18,7.00,8.00,862.00,950.00,3.00, 600L,0
533,359,359,'2009-01-01 00:00:00',18,8.00,8.00,875.00,950.00,3.00,  420,1
534,376,376,'2010-04-02 00:00:00',6,27.00,50.00,793.00,950.00,1.00, 410L,0
535,376,376,'2009-01-01 00:00:00',6,25.00,50.00,794.00,950.00,1.00,   BR,1
536,376,376,'2010-04-02 00:00:00',10,34.00,60.00,800.00,950.00,2.00, 410L,0
537,376,376,'2009-01-01 00:00:00',10,0.00,0.00,310.00,950.00,2.00,   BR,1
538,376,376,'2010-04-02 00:00:00',18,7.00,8.00,837.00,950.00,2.00, 410L,0
539,376,376,'2009-01-01 00:00:00',18,4.00,8.00,793.00,950.00,1.00,   BR,1
540,377,377,'2009-01-01 00:00:00',6,33.00,50.00,810.00,950.00,2.00,   BR,0
541,377,377,'2010-04-02 00:00:00',6,40.00,50.00,827.00,950.00,2.00, 215L,1
542,377,377,'2009-01-01 00:00:00',10,0.00,0.00,305.00,950.00,2.00,   BR,0
543,377,377,'2010-04-02 00:00:00',10,34.00,60.00,800.00,950.00,2.00, 215L,1
544,377,377,'2009-01-01 00:00:00',18,4.00,8.00,805.00,950.00,2.00,   BR,0
545,377,377,'2010-04-02 00:00:00',18,8.00,8.00,811.00,950.00,2.00, 215L,1
546,389,389,'2010-04-02 00:00:00',6,40.00,50.00,827.00,950.00,2.00, 725L,1
547,389,389,'2010-04-02 00:00:00',10,48.00,60.00,829.00,950.00,2.00, 725L,1
548,389,389,'2010-04-02 00:00:00',18,8.00,8.00,879.00,950.00,3.00, 725L,1
549,390,390,'2010-04-02 00:00:00',6,38.00,50.00,820.00,950.00,2.00, 330L,0
550,390,390,'2009-01-01 00:00:00',6,43.00,50.00,836.00,950.00,2.00,   25,1
551,390,390,'2009-01-01 00:00:00',10,0.00,0.00,358.00,950.00,3.00,   25,0
552,390,390,'2010-04-02 00:00:00',10,38.00,60.00,807.00,950.00,2.00, 330L,1
553,390,390,'2010-04-02 00:00:00',18,7.00,8.00,826.00,950.00,2.00, 330L,0
554,390,390,'2009-01-01 00:00:00',18,6.00,8.00,829.00,950.00,2.00,   25,1
555,394,394,'2009-01-01 00:00:00',6,43.00,50.00,836.00,950.00,2.00,  285,0
556,394,394,'2010-04-02 00:00:00',6,45.00,50.00,850.00,950.00,3.00, 515L,1
557,394,394,'2009-01-01 00:00:00',10,0.00,0.00,387.00,950.00,3.00,  285,0
558,394,394,'2010-04-02 00:00:00',10,49.00,60.00,832.00,950.00,2.00, 515L,1
559,394,394,'2010-04-02 00:00:00',18,6.00,8.00,851.00,950.00,3.00, 515L,0
560,394,394,'2009-01-01 00:00:00',18,8.00,8.00,859.00,950.00,3.00,  285,1
561,395,395,'2010-04-02 00:00:00',6,34.00,50.00,810.00,950.00,2.00, 410L,0
562,395,395,'2009-01-01 00:00:00',6,37.00,50.00,819.00,950.00,2.00,   BR,1
563,395,395,'2009-01-01 00:00:00',10,0.00,0.00,358.00,950.00,3.00,   BR,0
564,395,395,'2010-04-02 00:00:00',10,35.00,60.00,802.00,950.00,2.00, 410L,1
565,395,395,'2009-01-01 00:00:00',18,7.00,8.00,822.00,950.00,2.00,   BR,0
566,395,395,'2010-04-02 00:00:00',18,8.00,8.00,837.00,950.00,2.00, 410L,1
567,396,396,'2010-04-02 00:00:00',6,26.00,50.00,791.00,950.00,1.00,  BR,0
568,396,396,'2009-01-01 00:00:00',6,31.00,50.00,806.00,950.00,2.00,   BR,1
569,396,396,'2010-04-02 00:00:00',10,32.00,60.00,796.00,950.00,1.00,  BR,0
570,396,396,'2009-01-01 00:00:00',10,0.00,0.00,322.00,950.00,2.00,   BR,1
571,396,396,'2010-04-02 00:00:00',18,4.00,8.00,778.00,950.00,1.00,  BR,0
572,396,396,'2009-01-01 00:00:00',18,7.00,8.00,800.00,950.00,2.00,   BR,1
573,429,429,'2010-04-02 00:00:00',6,30.00,50.00,800.00,950.00,2.00, 300L,0
574,429,429,'2009-01-01 00:00:00',6,30.00,50.00,804.00,950.00,2.00,  205,1
575,429,429,'2010-04-02 00:00:00',10,42.00,60.00,815.00,950.00,2.00, 300L,0
576,429,429,'2009-01-01 00:00:00',10,0.00,0.00,346.00,950.00,2.00,  205,1
577,429,429,'2010-04-02 00:00:00',18,7.00,8.00,822.00,950.00,2.00, 300L,0
578,429,429,'2009-01-01 00:00:00',18,8.00,8.00,850.00,950.00,3.00,  205,1
579,430,430,'2009-01-01 00:00:00',6,31.00,50.00,806.00,950.00,2.00,   BR,0
580,430,430,'2010-04-02 00:00:00',6,33.00,50.00,807.00,950.00,2.00, 270L,1
581,430,430,'2009-01-01 00:00:00',10,0.00,0.00,331.00,950.00,2.00,   BR,0
582,430,430,'2010-04-02 00:00:00',10,30.00,60.00,793.00,950.00,1.00, 270L,1
583,430,430,'2010-04-02 00:00:00',18,6.00,8.00,818.00,950.00,2.00, 270L,0
584,430,430,'2009-01-01 00:00:00',18,6.00,8.00,825.00,950.00,2.00,   BR,1
585,459,459,'2010-04-02 00:00:00',6,42.00,50.00,834.00,950.00,2.00, 725L,0
586,459,459,'2009-01-01 00:00:00',6,43.00,50.00,836.00,950.00,2.00,  145,1
587,459,459,'2010-04-02 00:00:00',10,51.00,60.00,838.00,950.00,2.00, 725L,0
588,459,459,'2009-01-01 00:00:00',10,0.00,0.00,331.00,950.00,2.00,  145,1
589,459,459,'2009-01-01 00:00:00',18,6.00,8.00,843.00,950.00,2.00,  145,0
