StandardizedTestDomainScoreID,StandardizedTestScoreID,StandardizedTestDomainID,RawScore,PossibleRawScore
993,186,11,0.00,0.00
994,187,7,10.00,12.00
995,187,8,0.00,0.00
996,187,9,4.00,9.00
997,187,10,3.00,6.00
998,187,11,9.00,33.00
999,188,12,0.00,0.00
1000,188,13,0.00,0.00
1001,188,14,0.00,0.00
1002,188,15,0.00,0.00
1003,188,16,6.00,8.00
1004,189,12,0.00,0.00
1005,189,13,0.00,0.00
1006,189,14,0.00,0.00
1007,189,15,0.00,0.00
1008,189,16,6.00,8.00
1009,190,1,6.00,6.00
1010,190,2,0.00,0.00
1011,190,3,7.00,8.00
1012,190,4,0.00,0.00
1013,190,5,0.00,0.00
1014,190,6,25.00,36.00
1015,191,7,8.00,12.00
1016,191,8,0.00,0.00
1017,191,9,8.00,9.00
1018,191,10,6.00,6.00
1019,191,11,30.00,33.00
1020,192,12,0.00,0.00
1021,192,13,0.00,0.00
1022,192,14,0.00,0.00
1023,192,15,0.00,0.00
1024,192,16,8.00,8.00
1025,193,1,5.00,6.00
1026,193,2,0.00,0.00
1027,193,3,8.00,8.00
1028,193,4,0.00,0.00
1029,193,5,0.00,0.00
1030,193,6,34.00,36.00
1031,194,7,11.00,12.00
1032,194,8,0.00,0.00
1033,194,9,7.00,9.00
1034,194,10,6.00,6.00
1035,194,11,28.00,33.00
1036,195,12,0.00,0.00
1037,195,13,0.00,0.00
1038,195,14,0.00,0.00
1039,195,15,0.00,0.00
1040,195,16,7.00,8.00
1041,196,1,6.00,6.00
1042,196,2,0.00,0.00
1043,196,3,6.00,8.00
1044,196,4,0.00,0.00
1045,196,5,0.00,0.00
1046,196,6,33.00,36.00
1047,197,7,7.00,12.00
1048,197,8,0.00,0.00
1049,197,9,5.00,9.00
1050,197,10,4.00,6.00
1051,197,11,20.00,33.00
1052,198,12,0.00,0.00
1053,198,13,0.00,0.00
1054,198,14,0.00,0.00
1055,198,15,0.00,0.00
1056,198,16,8.00,8.00
1057,199,1,5.00,6.00
1058,199,2,0.00,0.00
1059,199,3,8.00,8.00
1060,199,4,0.00,0.00
1061,199,5,0.00,0.00
1062,199,6,32.00,36.00
1063,200,7,8.00,12.00
1064,200,8,0.00,0.00
1065,200,9,6.00,9.00
1066,200,10,4.00,6.00
1067,200,11,26.00,33.00
1068,201,12,0.00,0.00
1069,201,13,0.00,0.00
1070,201,14,0.00,0.00
1071,201,15,0.00,0.00
1072,201,16,7.00,8.00
1073,202,1,6.00,6.00
1074,202,2,0.00,0.00
1075,202,3,7.00,8.00
1076,202,4,0.00,0.00
1077,202,5,0.00,0.00
1078,202,6,33.00,36.00
1079,203,7,11.00,12.00
1080,203,8,0.00,0.00
1081,203,9,9.00,9.00
1082,203,10,6.00,6.00
1083,203,11,31.00,33.00
1084,204,12,0.00,0.00
1085,204,13,0.00,0.00
1086,204,14,0.00,0.00
1087,204,15,0.00,0.00
1088,204,16,7.00,8.00
1089,205,1,5.00,6.00
1090,205,2,0.00,0.00
1091,205,3,3.00,8.00
1092,205,4,0.00,0.00
1093,205,5,0.00,0.00
1094,205,6,17.00,36.00
1095,206,7,9.00,12.00
1096,206,8,0.00,0.00
1097,206,9,7.00,9.00
1098,206,10,6.00,6.00
1099,206,11,23.00,33.00
1100,207,12,0.00,0.00
1101,207,13,0.00,0.00
1102,207,14,0.00,0.00
1103,207,15,0.00,0.00
1104,207,16,6.00,8.00
1105,208,1,3.00,6.00
1106,208,2,0.00,0.00
1107,208,3,7.00,8.00
1108,208,4,0.00,0.00
1109,208,5,0.00,0.00
1110,208,6,30.00,36.00
1111,209,7,12.00,12.00
1112,209,8,0.00,0.00
1113,209,9,8.00,9.00
1114,209,10,4.00,6.00
1115,209,11,21.00,33.00
1116,210,12,0.00,0.00
1117,210,13,0.00,0.00
1118,210,14,0.00,0.00
1119,210,15,0.00,0.00
1120,210,16,7.00,8.00
1121,211,1,5.00,6.00
1122,211,2,0.00,0.00
1123,211,3,5.00,8.00
1124,211,4,0.00,0.00
1125,211,5,0.00,0.00
1126,211,6,31.00,36.00
1127,212,7,12.00,12.00
1128,212,8,0.00,0.00
1129,212,9,9.00,9.00
1130,212,10,6.00,6.00
1131,212,11,29.00,33.00
1132,213,12,0.00,0.00
1133,213,13,0.00,0.00
1134,213,14,0.00,0.00
1135,213,15,0.00,0.00
1136,213,16,7.00,8.00
1137,214,1,5.00,6.00
1138,214,2,0.00,0.00
1139,214,3,8.00,8.00
1140,214,4,0.00,0.00
1141,214,5,0.00,0.00
1142,214,6,33.00,36.00
1143,215,7,10.00,12.00
1144,215,8,0.00,0.00
1145,215,9,7.00,9.00
1146,215,10,5.00,6.00
1147,215,11,29.00,33.00
1148,216,12,0.00,0.00
1149,216,13,0.00,0.00
1150,216,14,0.00,0.00
1151,216,15,0.00,0.00
1152,216,16,7.00,8.00
1153,217,1,4.00,6.00
1154,217,2,0.00,0.00
1155,217,3,5.00,8.00
1156,217,4,0.00,0.00
1157,217,5,0.00,0.00
1158,217,6,20.00,36.00
1159,218,7,7.00,12.00
1160,218,8,0.00,0.00
1161,218,9,7.00,9.00
1162,218,10,3.00,6.00
1163,218,11,25.00,33.00
1164,219,12,0.00,0.00
1165,219,13,0.00,0.00
1166,219,14,0.00,0.00
1167,219,15,0.00,0.00
1168,219,16,8.00,8.00
1169,220,1,5.00,6.00
1170,220,2,0.00,0.00
1171,220,3,8.00,8.00
1172,220,4,0.00,0.00
1173,220,5,0.00,0.00
1174,220,6,33.00,36.00
1175,221,7,10.00,12.00
1176,221,8,0.00,0.00
1177,221,9,8.00,9.00
1178,221,10,5.00,6.00
1179,221,11,21.00,33.00
1180,222,12,0.00,0.00
1181,222,13,0.00,0.00
1182,222,14,0.00,0.00
1183,222,15,0.00,0.00
1184,222,16,7.00,8.00
1185,223,1,6.00,6.00
1186,223,2,0.00,0.00
1187,223,3,8.00,8.00
1188,223,4,0.00,0.00
1189,223,5,0.00,0.00
1190,223,6,33.00,36.00
1191,224,7,11.00,12.00
1192,224,8,0.00,0.00
1193,224,9,8.00,9.00
1194,224,10,6.00,6.00
1195,224,11,28.00,33.00
1196,225,12,0.00,0.00
1197,225,13,0.00,0.00
1198,225,14,0.00,0.00
1199,225,15,0.00,0.00
1200,225,16,7.00,8.00
1201,226,1,6.00,6.00
1202,226,2,0.00,0.00
1203,226,3,7.00,8.00
1204,226,4,0.00,0.00
1205,226,5,0.00,0.00
1206,226,6,31.00,36.00
1207,227,7,12.00,12.00
1208,227,8,0.00,0.00
1209,227,9,9.00,9.00
1210,227,10,6.00,6.00
1211,227,11,30.00,33.00
1212,228,12,0.00,0.00
1213,228,13,0.00,0.00
1214,228,14,0.00,0.00
1215,228,15,0.00,0.00
1216,228,16,8.00,8.00
1217,229,1,7.00,8.00
1218,229,2,0.00,0.00
1219,229,3,6.00,12.00
1220,229,4,18.00,30.00
1221,229,5,0.00,0.00
1222,229,6,0.00,0.00
1223,230,1,4.00,6.00
1224,230,2,0.00,0.00
1225,230,3,6.00,8.00
1226,230,4,0.00,0.00
1227,230,5,0.00,0.00
1228,230,6,21.00,36.00
1229,231,7,0.00,0.00
1230,231,8,0.00,0.00
1231,231,9,0.00,0.00
1232,231,10,0.00,0.00
1233,231,11,0.00,0.00
1234,232,7,8.00,12.00
1235,232,8,0.00,0.00
1236,232,9,9.00,9.00
1237,232,10,5.00,6.00
1238,232,11,19.00,33.00
1239,233,12,0.00,0.00
1240,233,13,0.00,0.00
1241,233,14,0.00,0.00
1242,233,15,0.00,0.00
1243,233,16,6.00,8.00
1244,234,12,0.00,0.00
1245,234,13,0.00,0.00
1246,234,14,0.00,0.00
1247,234,15,0.00,0.00
1248,234,16,7.00,8.00
1249,235,1,4.00,6.00
1250,235,2,0.00,0.00
1251,235,3,7.00,8.00
1252,235,4,0.00,0.00
1253,235,5,0.00,0.00
1254,235,6,27.00,36.00
1255,236,7,10.00,12.00
1256,236,8,0.00,0.00
1257,236,9,7.00,9.00
1258,236,10,6.00,6.00
1259,236,11,27.00,33.00
1260,237,12,0.00,0.00
1261,237,13,0.00,0.00
1262,237,14,0.00,0.00
1263,237,15,0.00,0.00
1264,237,16,6.00,8.00
1265,238,1,6.00,6.00
1266,238,2,0.00,0.00
1267,238,3,4.00,8.00
1268,238,4,0.00,0.00
1269,238,5,0.00,0.00
1270,238,6,32.00,36.00
1271,239,7,9.00,12.00
1272,239,8,0.00,0.00
1273,239,9,8.00,9.00
1274,239,10,6.00,6.00
1275,239,11,27.00,33.00
1276,240,12,0.00,0.00
1277,240,13,0.00,0.00
1278,240,14,0.00,0.00
1279,240,15,0.00,0.00
1280,240,16,8.00,8.00
1281,241,1,6.00,6.00
1282,241,2,0.00,0.00
1283,241,3,5.00,8.00
1284,241,4,0.00,0.00
1285,241,5,0.00,0.00
1286,241,6,31.00,36.00
1287,242,7,9.00,12.00
1288,242,8,0.00,0.00
1289,242,9,9.00,9.00
1290,242,10,5.00,6.00
1291,242,11,29.00,33.00
1292,243,12,0.00,0.00
1293,243,13,0.00,0.00
1294,243,14,0.00,0.00
1295,243,15,0.00,0.00
1296,243,16,8.00,8.00
1297,244,1,3.00,6.00
1298,244,2,0.00,0.00
1299,244,3,7.00,8.00
1300,244,4,0.00,0.00
1301,244,5,0.00,0.00
1302,244,6,26.00,36.00
1303,245,7,9.00,12.00
1304,245,8,0.00,0.00
1305,245,9,8.00,9.00
1306,245,10,5.00,6.00
1307,245,11,26.00,33.00
1308,246,12,0.00,0.00
1309,246,13,0.00,0.00
1310,246,14,0.00,0.00
1311,246,15,0.00,0.00
1312,246,16,6.00,8.00
1313,247,1,2.00,6.00
1314,247,2,0.00,0.00
1315,247,3,4.00,8.00
1316,247,4,0.00,0.00
1317,247,5,0.00,0.00
1318,247,6,13.00,36.00
1319,248,7,3.00,12.00
1320,248,8,0.00,0.00
1321,248,9,2.00,9.00
1322,248,10,2.00,6.00
1323,248,11,12.00,33.00
1324,249,12,0.00,0.00
1325,249,13,0.00,0.00
1326,249,14,0.00,0.00
1327,249,15,0.00,0.00
1328,249,16,4.00,8.00
1329,250,1,5.00,6.00
1330,250,2,0.00,0.00
1331,250,3,8.00,8.00
1332,250,4,0.00,0.00
1333,250,5,0.00,0.00
1334,250,6,33.00,36.00
1335,251,7,12.00,12.00
1336,251,8,0.00,0.00
1337,251,9,8.00,9.00
1338,251,10,6.00,6.00
1339,251,11,29.00,33.00
1340,252,12,0.00,0.00
1341,252,13,0.00,0.00
1342,252,14,0.00,0.00
1343,252,15,0.00,0.00
1344,252,16,8.00,8.00
1345,253,1,5.00,6.00
1346,253,2,0.00,0.00
1347,253,3,7.00,8.00
1348,253,4,0.00,0.00
1349,253,5,0.00,0.00
1350,253,6,29.00,36.00
1351,254,7,11.00,12.00
1352,254,8,0.00,0.00
1353,254,9,9.00,9.00
1354,254,10,4.00,6.00
1355,254,11,28.00,33.00
1356,255,12,0.00,0.00
1357,255,13,0.00,0.00
1358,255,14,0.00,0.00
1359,255,15,0.00,0.00
1360,255,16,7.00,8.00
1361,256,1,6.00,6.00
1362,256,2,0.00,0.00
1363,256,3,8.00,8.00
1364,256,4,0.00,0.00
1365,256,5,0.00,0.00
1366,256,6,32.00,36.00
1367,257,7,9.00,12.00
1368,257,8,0.00,0.00
1369,257,9,4.00,9.00
1370,257,10,6.00,6.00
1371,257,11,18.00,33.00
1372,258,12,0.00,0.00
1373,258,13,0.00,0.00
1374,258,14,0.00,0.00
1375,258,15,0.00,0.00
1376,258,16,8.00,8.00
1377,259,1,6.00,6.00
1378,259,2,0.00,0.00
1379,259,3,8.00,8.00
1380,259,4,0.00,0.00
1381,259,5,0.00,0.00
1382,259,6,36.00,36.00
1383,260,7,12.00,12.00
1384,260,8,0.00,0.00
1385,260,9,8.00,9.00
1386,260,10,6.00,6.00
1387,260,11,32.00,33.00
1388,261,12,0.00,0.00
1389,261,13,0.00,0.00
1390,261,14,0.00,0.00
1391,261,15,0.00,0.00
1392,261,16,8.00,8.00
1393,262,1,5.00,6.00
1394,262,2,0.00,0.00
1395,262,3,7.00,8.00
1396,262,4,0.00,0.00
1397,262,5,0.00,0.00
1398,262,6,27.00,36.00
1399,263,7,9.00,12.00
1400,263,8,0.00,0.00
1401,263,9,8.00,9.00
1402,263,10,5.00,6.00
1403,263,11,25.00,33.00
1404,264,12,0.00,0.00
1405,264,13,0.00,0.00
1406,264,14,0.00,0.00
1407,264,15,0.00,0.00
1408,264,16,6.00,8.00
1409,265,1,5.00,6.00
1410,265,2,0.00,0.00
1411,265,3,6.00,8.00
1412,265,4,0.00,0.00
1413,265,5,0.00,0.00
1414,265,6,26.00,36.00
1415,266,7,10.00,12.00
1416,266,8,0.00,0.00
1417,266,9,7.00,9.00
1418,266,10,6.00,6.00
1419,266,11,24.00,33.00
1420,267,12,0.00,0.00
1421,267,13,0.00,0.00
1422,267,14,0.00,0.00
1423,267,15,0.00,0.00
1424,267,16,7.00,8.00
1425,268,1,5.00,6.00
1426,268,2,0.00,0.00
1427,268,3,7.00,8.00
1428,268,4,0.00,0.00
1429,268,5,0.00,0.00
1430,268,6,28.00,36.00
1431,269,7,9.00,12.00
1432,269,8,0.00,0.00
1433,269,9,9.00,9.00
1434,269,10,5.00,6.00
1435,269,11,28.00,33.00
1436,270,12,0.00,0.00
1437,270,13,0.00,0.00
1438,270,14,0.00,0.00
1439,270,15,0.00,0.00
1440,270,16,7.00,8.00
1441,271,1,4.00,6.00
1442,271,2,0.00,0.00
1443,271,3,4.00,8.00
1444,271,4,0.00,0.00
1445,271,5,0.00,0.00
1446,271,6,29.00,36.00
1447,272,7,9.00,12.00
1448,272,8,0.00,0.00
1449,272,9,7.00,9.00
1450,272,10,4.00,6.00
1451,272,11,19.00,33.00
1452,273,12,0.00,0.00
1453,273,13,0.00,0.00
1454,273,14,0.00,0.00
1455,273,15,0.00,0.00
1456,273,16,6.00,8.00
1457,274,1,5.00,6.00
1458,274,2,0.00,0.00
1459,274,3,8.00,8.00
1460,274,4,0.00,0.00
1461,274,5,0.00,0.00
1462,274,6,35.00,36.00
1463,275,7,12.00,12.00
1464,275,8,0.00,0.00
1465,275,9,9.00,9.00
1466,275,10,6.00,6.00
1467,275,11,33.00,33.00
1468,276,12,0.00,0.00
1469,276,13,0.00,0.00
1470,276,14,0.00,0.00
1471,276,15,0.00,0.00
1472,276,16,8.00,8.00
1473,277,1,6.00,6.00
1474,277,2,0.00,0.00
1475,277,3,7.00,8.00
1476,277,4,0.00,0.00
1477,277,5,0.00,0.00
1478,277,6,28.00,36.00
1479,278,7,11.00,12.00
1480,278,8,0.00,0.00
1481,278,9,7.00,9.00
1482,278,10,4.00,6.00
1483,278,11,31.00,33.00
1484,279,12,0.00,0.00
1485,279,13,0.00,0.00
1486,279,14,0.00,0.00
1487,279,15,0.00,0.00
1488,279,16,6.00,8.00
1489,280,1,2.00,6.00
1490,280,2,0.00,0.00
1491,280,3,3.00,8.00
1492,280,4,0.00,0.00
1493,280,5,0.00,0.00
1494,280,6,11.00,36.00
1495,281,7,4.00,12.00
1496,281,8,0.00,0.00
1497,281,9,4.00,9.00
1498,281,10,3.00,6.00
1499,281,11,13.00,33.00
1500,282,12,0.00,0.00
1501,282,13,0.00,0.00
1502,282,14,0.00,0.00
1503,282,15,0.00,0.00
1504,282,16,2.00,8.00
1505,283,1,4.00,6.00
1506,283,2,0.00,0.00
1507,283,3,8.00,8.00
1508,283,4,0.00,0.00
1509,283,5,0.00,0.00
1510,283,6,27.00,36.00
1511,284,7,10.00,12.00
1512,284,8,0.00,0.00
1513,284,9,8.00,9.00
1514,284,10,5.00,6.00
1515,284,11,17.00,33.00
1516,285,12,0.00,0.00
1517,285,13,0.00,0.00
1518,285,14,0.00,0.00
1519,285,15,0.00,0.00
1520,285,16,5.00,8.00
1521,286,1,3.00,6.00
1522,286,2,0.00,0.00
1523,286,3,2.00,8.00
1524,286,4,0.00,0.00
1525,286,5,0.00,0.00
1526,286,6,21.00,36.00
1527,287,1,5.00,6.00
1528,287,2,0.00,0.00
1529,287,3,5.00,8.00
1530,287,4,0.00,0.00
1531,287,5,0.00,0.00
1532,287,6,29.00,36.00
1533,288,7,0.00,0.00
1534,288,8,0.00,0.00
1535,288,9,0.00,0.00
1536,288,10,0.00,0.00
1537,288,11,0.00,0.00
1538,289,7,8.00,12.00
1539,289,8,0.00,0.00
1540,289,9,9.00,9.00
1541,289,10,4.00,6.00
1542,289,11,20.00,33.00
1543,290,12,0.00,0.00
1544,290,13,0.00,0.00
1545,290,14,0.00,0.00
1546,290,15,0.00,0.00
1547,290,16,6.00,8.00
1548,291,12,0.00,0.00
1549,291,13,0.00,0.00
1550,291,14,0.00,0.00
1551,291,15,0.00,0.00
1552,291,16,5.00,8.00
1553,292,1,3.00,6.00
1554,292,2,0.00,0.00
1555,292,3,5.00,8.00
1556,292,4,0.00,0.00
1557,292,5,0.00,0.00
1558,292,6,17.00,36.00
1559,293,7,3.00,12.00
1560,293,8,0.00,0.00
1561,293,9,5.00,9.00
1562,293,10,5.00,6.00
1563,293,11,26.00,33.00
1564,294,12,0.00,0.00
1565,294,13,0.00,0.00
1566,294,14,0.00,0.00
1567,294,15,0.00,0.00
1568,294,16,7.00,8.00
1569,295,1,5.00,6.00
1570,295,2,0.00,0.00
1571,295,3,6.00,8.00
1572,295,4,0.00,0.00
1573,295,5,0.00,0.00
1574,295,6,28.00,36.00
1575,296,7,10.00,12.00
1576,296,8,0.00,0.00
1577,296,9,8.00,9.00
1578,296,10,6.00,6.00
1579,296,11,28.00,33.00
1580,297,12,0.00,0.00
1581,297,13,0.00,0.00
1582,297,14,0.00,0.00
1583,297,15,0.00,0.00
1584,297,16,5.00,8.00
1585,298,1,6.00,6.00
1586,298,2,0.00,0.00
1587,298,3,7.00,8.00
1588,298,4,0.00,0.00
1589,298,5,0.00,0.00
1590,298,6,30.00,36.00
1591,299,7,11.00,12.00
1592,299,8,0.00,0.00
1593,299,9,8.00,9.00
1594,299,10,6.00,6.00
1595,299,11,33.00,33.00
1596,300,12,0.00,0.00
1597,300,13,0.00,0.00
1598,300,14,0.00,0.00
1599,300,15,0.00,0.00
1600,300,16,7.00,8.00
1601,301,1,6.00,6.00
1602,301,2,0.00,0.00
1603,301,3,7.00,8.00
1604,301,4,0.00,0.00
1605,301,5,0.00,0.00
1606,301,6,32.00,36.00
1607,302,7,11.00,12.00
1608,302,8,0.00,0.00
1609,302,9,9.00,9.00
1610,302,10,6.00,6.00
1611,302,11,29.00,33.00
1612,303,12,0.00,0.00
1613,303,13,0.00,0.00
1614,303,14,0.00,0.00
1615,303,15,0.00,0.00
1616,303,16,8.00,8.00
1617,304,1,5.00,6.00
1618,304,2,0.00,0.00
1619,304,3,6.00,8.00
1620,304,4,0.00,0.00
1621,304,5,0.00,0.00
1622,304,6,30.00,36.00
1623,305,7,12.00,12.00
1624,305,8,0.00,0.00
1625,305,9,9.00,9.00
1626,305,10,6.00,6.00
1627,305,11,29.00,33.00
1628,306,12,0.00,0.00
1629,306,13,0.00,0.00
1630,306,14,0.00,0.00
1631,306,15,0.00,0.00
1632,306,16,7.00,8.00
1633,307,1,6.00,6.00
1634,307,2,0.00,0.00
1635,307,3,7.00,8.00
1636,307,4,0.00,0.00
1637,307,5,0.00,0.00
1638,307,6,32.00,36.00
1639,308,7,9.00,12.00
1640,308,8,0.00,0.00
1641,308,9,8.00,9.00
1642,308,10,6.00,6.00
1643,308,11,29.00,33.00
1644,309,12,0.00,0.00
1645,309,13,0.00,0.00
1646,309,14,0.00,0.00
1647,309,15,0.00,0.00
1648,309,16,6.00,8.00
1649,310,1,6.00,6.00
1650,310,2,0.00,0.00
1651,310,3,6.00,8.00
1652,310,4,0.00,0.00
1653,310,5,0.00,0.00
1654,310,6,30.00,36.00
1655,311,7,10.00,12.00
1656,311,8,0.00,0.00
1657,311,9,7.00,9.00
1658,311,10,6.00,6.00
1659,311,11,28.00,33.00
1660,312,12,0.00,0.00
1661,312,13,0.00,0.00
1662,312,14,0.00,0.00
1663,312,15,0.00,0.00
1664,312,16,6.00,8.00
1665,313,1,6.00,6.00
1666,313,2,0.00,0.00
1667,313,3,7.00,8.00
1668,313,4,0.00,0.00
1669,313,5,0.00,0.00
1670,313,6,30.00,36.00
1671,314,7,10.00,12.00
1672,314,8,0.00,0.00
1673,314,9,8.00,9.00
1674,314,10,5.00,6.00
1675,314,11,29.00,33.00
1676,315,12,0.00,0.00
1677,315,13,0.00,0.00
1678,315,14,0.00,0.00
1679,315,15,0.00,0.00
1680,315,16,8.00,8.00
1681,316,1,6.00,6.00
1682,316,2,0.00,0.00
1683,316,3,5.00,8.00
1684,316,4,0.00,0.00
1685,316,5,0.00,0.00
1686,316,6,25.00,36.00
1687,317,7,10.00,12.00
1688,317,8,0.00,0.00
1689,317,9,7.00,9.00
1690,317,10,4.00,6.00
1691,317,11,22.00,33.00
1692,318,12,0.00,0.00
1693,318,13,0.00,0.00
1694,318,14,0.00,0.00
1695,318,15,0.00,0.00
1696,318,16,4.00,8.00
1697,319,1,5.00,6.00
1698,319,2,0.00,0.00
1699,319,3,8.00,8.00
1700,319,4,0.00,0.00
1701,319,5,0.00,0.00
1702,319,6,30.00,36.00
1703,320,7,11.00,12.00
1704,320,8,0.00,0.00
1705,320,9,7.00,9.00
1706,320,10,5.00,6.00
1707,320,11,29.00,33.00
1708,321,12,0.00,0.00
1709,321,13,0.00,0.00
1710,321,14,0.00,0.00
1711,321,15,0.00,0.00
1712,321,16,8.00,8.00
1713,322,1,5.00,6.00
1714,322,2,0.00,0.00
1715,322,3,8.00,8.00
1716,322,4,0.00,0.00
1717,322,5,0.00,0.00
1718,322,6,32.00,36.00
1719,323,7,11.00,12.00
1720,323,8,0.00,0.00
1721,323,9,8.00,9.00
1722,323,10,5.00,6.00
1723,323,11,26.00,33.00
1724,324,12,0.00,0.00
1725,324,13,0.00,0.00
1726,324,14,0.00,0.00
1727,324,15,0.00,0.00
1728,324,16,7.00,8.00
1729,325,1,5.00,6.00
1730,325,2,0.00,0.00
1731,325,3,7.00,8.00
1732,325,4,0.00,0.00
1733,325,5,0.00,0.00
1734,325,6,23.00,36.00
1735,326,7,11.00,12.00
1736,326,8,0.00,0.00
1737,326,9,8.00,9.00
1738,326,10,3.00,6.00
1739,326,11,25.00,33.00
1740,327,12,0.00,0.00
1741,327,13,0.00,0.00
1742,327,14,0.00,0.00
1743,327,15,0.00,0.00
1744,327,16,7.00,8.00
1745,328,1,2.00,6.00
1746,328,2,0.00,0.00
1747,328,3,6.00,8.00
1748,328,4,0.00,0.00
1749,328,5,0.00,0.00
1750,328,6,23.00,36.00
1751,329,7,10.00,12.00
1752,329,8,0.00,0.00
1753,329,9,6.00,9.00
1754,329,10,6.00,6.00
1755,329,11,26.00,33.00
1756,330,12,0.00,0.00
1757,330,13,0.00,0.00
1758,330,14,0.00,0.00
1759,330,15,0.00,0.00
1760,330,16,6.00,8.00
1761,331,1,3.00,6.00
1762,331,2,0.00,0.00
1763,331,3,4.00,8.00
1764,331,4,0.00,0.00
1765,331,5,0.00,0.00
1766,331,6,25.00,36.00
1767,332,7,7.00,12.00
1768,332,8,0.00,0.00
1769,332,9,6.00,9.00
1770,332,10,4.00,6.00
1771,332,11,19.00,33.00
1772,333,12,0.00,0.00
1773,333,13,0.00,0.00
1774,333,14,0.00,0.00
1775,333,15,0.00,0.00
1776,333,16,7.00,8.00
1777,334,1,4.00,6.00
1778,334,2,0.00,0.00
1779,334,3,7.00,8.00
1780,334,4,0.00,0.00
1781,334,5,0.00,0.00
1782,334,6,34.00,36.00
1783,335,7,7.00,12.00
1784,335,8,0.00,0.00
1785,335,9,4.00,9.00
1786,335,10,4.00,6.00
1787,335,11,16.00,33.00
1788,336,12,0.00,0.00
1789,336,13,0.00,0.00
1790,336,14,0.00,0.00
1791,336,15,0.00,0.00
1792,336,16,7.00,8.00
1793,337,1,5.00,6.00
1794,337,2,0.00,0.00
1795,337,3,5.00,8.00
1796,337,4,0.00,0.00
1797,337,5,0.00,0.00
1798,337,6,24.00,36.00
1799,338,7,10.00,12.00
1800,338,8,0.00,0.00
1801,338,9,5.00,9.00
1802,338,10,3.00,6.00
1803,338,11,18.00,33.00
1804,339,12,0.00,0.00
1805,339,13,0.00,0.00
1806,339,14,0.00,0.00
1807,339,15,0.00,0.00
1808,339,16,7.00,8.00
1809,340,1,5.00,6.00
1810,340,2,0.00,0.00
1811,340,3,8.00,8.00
1812,340,4,0.00,0.00
1813,340,5,0.00,0.00
1814,340,6,29.00,36.00
1815,341,7,11.00,12.00
1816,341,8,0.00,0.00
1817,341,9,9.00,9.00
1818,341,10,6.00,6.00
1819,341,11,28.00,33.00
1820,342,12,0.00,0.00
1821,342,13,0.00,0.00
1822,342,14,0.00,0.00
1823,342,15,0.00,0.00
1824,342,16,6.00,8.00
1825,343,1,6.00,6.00
1826,343,2,0.00,0.00
1827,343,3,8.00,8.00
1828,343,4,0.00,0.00
1829,343,5,0.00,0.00
1830,343,6,33.00,36.00
1831,344,7,10.00,12.00
1832,344,8,0.00,0.00
1833,344,9,8.00,9.00
1834,344,10,6.00,6.00
1835,344,11,32.00,33.00
1836,345,12,0.00,0.00
1837,345,13,0.00,0.00
1838,345,14,0.00,0.00
1839,345,15,0.00,0.00
1840,345,16,8.00,8.00
1841,346,1,4.00,8.00
1842,346,2,0.00,0.00
1843,346,3,6.00,12.00
1844,346,4,12.00,30.00
1845,346,5,0.00,0.00
1846,346,6,0.00,0.00
1847,347,1,0.00,0.00
1848,347,2,11.00,20.00
1849,347,3,0.00,0.00
1850,347,4,0.00,0.00
1851,347,5,14.00,30.00
1852,347,6,0.00,0.00
1853,348,7,0.00,0.00
1854,348,8,0.00,0.00
1855,348,9,0.00,0.00
1856,348,10,0.00,0.00
1857,348,11,0.00,0.00
1858,349,7,0.00,0.00
1859,349,8,0.00,0.00
1860,349,9,0.00,0.00
1861,349,10,0.00,0.00
1862,349,11,0.00,0.00
1863,350,12,0.00,0.00
1864,350,13,3.00,8.00
1865,350,14,1.00,8.00
1866,350,15,10.00,24.00
1867,350,16,0.00,0.00
1868,351,12,0.00,0.00
1869,351,13,0.00,0.00
1870,351,14,0.00,0.00
1871,351,15,0.00,0.00
1872,351,16,6.00,8.00
1873,352,17,0.00,0.00
1874,352,18,0.00,0.00
1875,352,19,8.00,20.00
1876,352,20,0.00,0.00
1877,352,21,0.00,0.00
1878,352,22,2.00,9.00
1879,352,23,0.00,0.00
1880,352,24,4.00,20.00
1881,352,25,0.00,0.00
1882,353,26,4.00,11.00
1883,353,27,2.00,6.00
1884,353,28,13.00,24.00
1885,353,26,6.00,13.00
1886,354,1,2.00,6.00
1887,354,2,0.00,0.00
1888,354,3,5.00,8.00
1889,354,4,0.00,0.00
1890,354,5,0.00,0.00
1891,354,6,23.00,36.00
1892,355,1,6.00,8.00
1893,355,2,0.00,0.00
1894,355,3,11.00,12.00
1895,355,4,24.00,30.00
1896,355,5,0.00,0.00
1897,355,6,0.00,0.00
1898,356,7,0.00,0.00
1899,356,8,0.00,0.00
1900,356,9,0.00,0.00
1901,356,10,0.00,0.00
1902,356,11,0.00,0.00
1903,357,7,9.00,12.00
1904,357,8,0.00,0.00
1905,357,9,5.00,9.00
1906,357,10,3.00,6.00
1907,357,11,17.00,33.00
1908,358,12,0.00,0.00
1909,358,13,0.00,0.00
1910,358,14,0.00,0.00
1911,358,15,0.00,0.00
1912,358,16,6.00,8.00
1913,359,12,0.00,0.00
1914,359,13,0.00,0.00
1915,359,14,0.00,0.00
1916,359,15,0.00,0.00
1917,359,16,7.00,8.00
1918,360,1,5.00,6.00
1919,360,2,0.00,0.00
1920,360,3,8.00,8.00
1921,360,4,0.00,0.00
1922,360,5,0.00,0.00
